Tweet,Lemmatized_Tokens,Polarity,Polarity_Intensity,Emotion
@GiorgosKyrtsos Ρε πλάκα μας κάνετε εκεί στην ΝΔ;;;;,"['πλάκα', 'κάνω', 'στην']",0,0,θλίψη
ΑΠΕΛΑΣΤΕ ΤΟΥΣ αυτό λεγατε όταν ζητουσατε την ψήφο μας κι όχι…,"['απελαστε', 'αυτό', 'λεγατε', 'ζητουσατε', 'ψήφο', 'όχι', '…']",0,0,θλίψη
0jKT6Dv1l,"['zero', 'έξι']",0,0,θλίψη
"@fotjou για να εμπλουτίσουν την Ευρώπη πολιτισμικά ε?? ,φυσικά με το αζημίωτο....,γιατί ,αν ήταν διαφορετικά.....σι…","['εμπλουτίσω', 'Ευρώπη', 'πολιτισμικά', 'φυσικά', 'αζημίωτογιατί', 'ήταν', 'διαφορετικάσι', '…']",0,0,θλίψη
@PrimeministerGR Με τα μυαλά που πάτε στο μεταναστευτικό οι μόνοι τουρίστες θα είναι αυτοί που φέρνετε από τα νησιά στην ενδοχώρα.,"['μυαλώ', 'πάτε', 'μεταναστευτικό', 'μόνος', 'τουρίστα', 'είναι', 'που', 'φέρνω', 'νησιά', 'ενδοχώρα']",0,0,θλίψη
Στο μεταναστευτικό η Τουρκία παίζει τη Χώρα μας σαν τη γάτα με το ποντίκι. Μόλις αποσύρουμε ένα αριθμό μεταναστών α…,"['μεταναστευτικό', 'Τουρκία', 'παίζω', 'χώρα', 'σαν', 'γάτα', 'ποντίκι', 'αποσύρω', 'αριθμό', 'μεταναστός']",0,0,θλίψη
Πάντως για να ακούς πριν το καλημέρα του τον @anatropimega στο ραδιόφωνο να λέει πως το μεταναστευτικό τείνει να κα…,"['\ufeffπάντως', 'ακούς', 'καλημέρα', 'τον', 'ραδιόφωνο', 'λέω', 'μεταναστευτικό', 'τείνω', 'κα', '…']",0,0,θλίψη
Στο τραπέζι το μεταναστευτικό ζήτημα και η ανάπτυξη της περιοχής,"['τραπέζι', 'μεταναστευτικό', 'ζήτημα', 'ανάπτυξη', 'περιοχή']",-1,-1,φόβος
Βλέτσας Σάκης.Περιφερειακός Σύμβουλος.Οι προτάσεις μου για το μεταναστευτικό πρόβλημα...,"['βλέτσας', 'σάκηςπεριφερειακός', 'σύμβουλοςος', 'προτάσει', 'για', 'μεταναστευτικό', 'πρόβλημα']",-1,-1,θλίψη
Θετική εξέλιξη… Ο Αλκιβιάδης Στεφανής αναλαμβάνει ειδικός συντονιστής για το μεταναστευτικό,"['θετικός', 'εξέλιξη', '…', 'Αλκιβιάδης', 'Στεφανής', 'αναλαμβάνω', 'ειδικός', 'συντονιστή', 'μεταναστευτικό']",1,1,χαρά
μα γιατί είναι ο Αβραμόπουλος  και πληρωνετε πλουσιοπάροχα... θέλει κάτι άλλο?,"['γιατί', 'Αβραμόπουλος', 'πληρωνω', 'πλουσιοπάροχας', 'θέλω', 'άλλο']",1,1,θλίψη
"Σήμερα, η @kathimerini_gr υποβαθμίζει την σοβαρότητα που έχει το #μεταναστευτικο κάνοντας λόγο για ""φιλοξενία λίγων…","['σήμερα', 'υποβαθμίζω', 'σοβαρότητο', 'έχω', 'μεταναστευτικο', 'κάνω', 'λόγο', 'φιλοξενία', 'λίγο', '…']",0,0,θλίψη
Η ΚΑΘΗΜΕΡΙΝΗ ΕΞΥΠΗΡΕΤΕΙ ΤΑ ΣΥΜΦΕΡΟΝΤΑ ΕΚΕΙΝΩΝ ΠΟΥ ...ΒΓΑΖΟΥΝ ΕΚΑΤΟΜΜΥΡΙΑ ΤΗΝ ΗΜΕΡΑ ΑΠΟ ΤΟΥΣ ΛΑΘΡΟ,"['καθημερινη', 'εξυπηρετει', 'συμφεροντας', 'εκεινα', 'βγαζουν', 'εκατομμυρι', 'ημερος', 'απο', 'λαθρο']",0,0,θλίψη
@filokalia @g_tzakis @kokkinimilia,['kokkinimilia'],0,0,ουδέτερο
Ολα τα φιλελε μμε της ΝΔ εχουν γινει πιο φιλομεταναστευτ…,"['ολα', 'φιλελε', 'μμε', 'εχω', 'γινω', 'φιλομεταναστευτ', '…']",0,0,θλίψη
@Galllomathis @hellenicpraktor Πρόσφυγας σημαίνει κρατικοδίαιτος μετανάστης. Όλοι οι πρόσφυγες είναι παράσιτα και α…,"['πρόσφυγας', 'σημαίνω', 'κρατικοδίαι', 'μετανάστης', 'πρόσφυγα', 'παράσιτα']",0,0,θλίψη
χρυσαυγοχοΐδη γαμω την Παναγία αν δεν έχει ο πρόσφυγας μετατραυματικό στρες ποιός έχει γαμω το Χριστό σου; ο Κιλικίας,"['χρυσαυγοχοΐδη', 'γαμω', 'Παναγία', 'δεν', 'πρόσφυγας', 'μετατραυματικό', 'στρε', 'έχω', 'γαμω', 'χριστό', 'κιλικία']",0,0,θλίψη
Μια τρύπα στο νερό αυτό κάνετε,"['τρύπα', 'νερό', 'κάνω']",0,0,θλίψη
Οι δημοσιογράφοι της Καθημερινής αν δεν μπορούν να κάνουν ρεπορτάζ στα Βρασνά για να δουν πως οι ήδη υπάρχοντες μετ…,"['δημοσιογράφοι', 'καθημερινή', 'δεν', 'κάνω', 'ρεπορτάζ', 'Βρασνά', 'δω', 'υπάρχοντες', 'μετ', '…']",0,0,θλίψη
KcYzqRnec,[],-1,-1,θλίψη
Και φαντάζομαι ότι όπως όλες οι παρανομίες θα τιμωρηθούν σκληρά με... απλή διαπίστωση.,"['φαντάζομαι', 'όπως', 'παρανομίε', 'τιμωρηθώ', 'σκληρά', 'απλός', 'διαπίστωση']",1,2,θλίψη
Μήπως θα μπουν φυλακή οι για…,"['μπω', 'φυλακή', 'για', '…']",-1,-1,θλίψη
@HuffPostGreece Όχι βέβαια. Αυτό θα βρουν σιγα σιγά παντού.,"['βέβαια', 'βρω', 'σιγος', 'σιγά']",-1,-1,θλίψη
@alexandracl_ Δείτε πως γίνεται όσοι δε θέλετε να μείνετε χωρίς την πόλη που μεγαλώσατε.,"['δείτε', 'γίνομαι', 'θέλω', 'μείνω', 'την', 'πόλη', 'μεγαλώσατε']",1,1,θλίψη
Ο 79χρονος πρόσφυγας που μετακόμισε στο κατεχόμενο χωριό του,"['χρονος', 'πρόσφυγας', 'μετακόμομαι', 'κατεχόμενος', 'χωριό', 'seventynine']",0,0,θλίψη
via @YouTube,['μέσω'],0,0,χαρά
Ν.Δένδιας: Κυρώσεις στις χώρες της ΕΕ που αρνούνται βοήθεια στο μεταναστευτικό,"['νδένδιας', 'κυρώσει', 'χώρα', 'αρνούνται', 'βοήθειο', 'μεταναστευτικό']",0,0,θλίψη
Μιλαμε μεσα στην πρωτοτυπια ο Δενδιας. Το σκεφτηκες μονος σου ολο αυτο?,"['μιζω', 'μεσα', 'πρωτοτυπια', 'δενδιας', 'σκεφτηκε', 'μονος', 'ολο', 'αυτο']",0,0,θλίψη
@appistol Αποστολή δεν πρόκειται να βάλει καμία ΝΔ σε τάξη το μεταναστευτικό για τον απλούστατο λόγο ότι γο βλέπουν…,"['αποστολή', 'πρόκειται', 'βάλω', 'τάξη', 'μεταναστευτικό', 'τον', 'απλούστατος', 'λόγο', 'βλέπω', '…']",0,0,θλίψη
sZyBcodfj,[],-1,-1,θλίψη
Σημαντικό ερώτημα ! ! !,"['σημαντικό', 'ερώτημο']",1,1,φόβος
"Εφόσον υπάρχει  ο κ. Κουμουτσάκος, Αναπληρωτής Υπουργός με μοναδική αρμοδιότητα το Μεταναστ…","['εφόσον', 'υπάρχω', 'κουμουτσάκο', 'αναπληρωτής', 'υπουργός', 'μοναδικός', 'αρμοδιότητα', 'Μεταναστ', '…']",0,0,θλίψη
"Ακούγοντας τις πρώτες λέξεις της ομιλίας, σταμάτησα. Δεν είναι Ελληνίδα αυτή, παρά μόνο στα χαρτιά!","['ακούγω', 'πρώτες', 'λέξει', 'ομιλίας', 'σταμάτησα', 'είναι', 'ελληνίδος', 'παρά', 'στα', 'χαρτί']",0,0,θλίψη
Κανένας σχεδιασμός στο μεταναστευτικό κ καμμία προνοητικότητα δυστυχώς.,"['σχεδιασμός', 'μεταναστευτικό', 'καμμίο', 'προνοητικότηα', 'δυστυχώς']",-1,-1,θλίψη
@gsnavara @ReaderGr @apablaze Με το μεταναστευτικό τα πάει καλά ε?,"['μεταναστευτικό', 'πηγαίνω']",0,0,θλίψη
Δεν αντιλαμβάνομαι τις αρνητικές αντιδράσεις ορισμένων φίλων με τον ορισμό του Υφυπουργού Εθνικής Αμύνης κκ Αλκιβιά…,"['αντιλαμβάνομαι', 'αρνητικός', 'αντιδράσει', 'φίλο', 'τον', 'ορισμό', 'υφυπουργός', 'εθνικός', 'αμύνη', 'αλκιβί', '…']",0,0,θλίψη
Στο τέλος της άλλης εβδομάδας ψηφίζεται ο νέος νόμος για το άσυλο που αυστηροποιεί την διαδικασία #μεταναστευτικό…,"['τέλος', 'άλλης', 'εβδομάδα', 'ψηφίζομαι', 'νέος', 'νόμος', 'άσυλο', 'αυστηροποιώ', 'διαδικασία', 'μεταναστευτικό', '…']",0,0,θλίψη
"#Ελλάδα αφαιρέστε τα χρήματα από τις ΜΚΟ, τις οργανώσεις και τις επιτροπές για τους μετανάστες και μετά θα δείτε πό…","['Ελλάδα', 'αφαιρέστε', 'χρήματα', 'μκο', 'τις', 'οργανώσει', 'τις', 'επιτροπή', 'τους', 'μετανάστε', 'μετά', 'δείτε', 'πό', '…']",0,0,θλίψη
Πανελλήνιος Ιατρικός Σύλλογος κατά Χρυσοχοΐδη: Δεν φταίνε οι γιατροί για το μπάχαλο στο μεταναστευτικό,"['πανελλήνιος', 'ιατρικός', 'σύλλογος', 'Χρυσοχοΐδη', 'φταίνε', 'γιατρός', 'μπάχαλο', 'μεταναστευτικό']",0,0,χαρά
Δένδιας: Κυρώσεις σε χώρες της ΕΕ για το μεταναστευτικό,"['δένδιας', 'κυρώσει', 'χώρα', 'το', 'μεταναστευτικό']",0,0,θλίψη
Η Καθημερινή μας λέει ότι το μεταναστευτικό πρόβλημα θα βραχυκυκλώσει ανεπανόρθωτα αν οι κάτοικοι των χωριών δεν δε…,"['καθημερινός', 'λέω', 'μεταναστευτικό', 'πρόβλημα', 'βραχυκυκλώσω', 'ανεπανόρθωτο', 'κάτοικοι', 'χωριός', 'δε', '…']",-1,-1,θλίψη
Επιστολή της Δημάρχου Σκύδρας Κατερίνας Ιγνατιάδου προς τους Υπουργούς για το μεταναστευτικό - προσφυγικό στη Σκύδρ…,"['επιστολή', 'δημάρχος', 'σκύδρα', 'Κατερίνας', 'ιγνατιάδο', 'τους', 'Υπουργούς', 'μεταναστευτικό', 'προσφυγικό', 'σκύδρ', '…']",0,0,θλίψη
"@machiavelli_gr @filokalia @kokkinimilia Την σύλληψη, την κράτηση σε κλειστές δομές, τον χαρακτηρισμό πρόσφυγας - λ…","['kokkinimilia', 'σύλληψη', 'κράτηση', 'κλειστός', 'δομή', 'χαρακτηρισμό', 'πρόσφυγας']",-1,-1,θλίψη
Ο νέος νόμος για το μεταναστευτικό προβλέπει ταχύτατη εξέταση των αιτημάτων ασύλου. Ποιοι θα κάνουν αυτήν την δουλε…,"['νέος', 'νόμος', 'μεταναστευτικό', 'προβλέπω', 'ταχύτατη', 'εξέταση', 'αιτημάτο', 'ασύλο', 'Ποιοι', 'κάνω', 'την', 'δουλε', '…']",0,0,θλίψη
"🚾Ούτε σεντ στις σιωνιστικές καταχρεωμένες με δικά μας χρήματα, πατσαβουροφυλλάδες🚾","['σεντ', 'σιωνιστικός', 'καταχρεωμένα', 'δικά', 'χρήματα', 'πατσαβουροφυλλάδεςwater', 'νερό', 'ντουλαπο', 'ρουχο']",0,0,θυμός
(σ'αυτό το άρθρο κολλάει η ατάκα από ελλην. κιν/φο) μωρ'τι-μας-λες!,"['σαυτό', 'άρθρο', 'κολλώ', 'ατάκα', 'ελλην', 'κινφο', 'μωρτιμαςλε']",0,0,θλίψη
"Για το #Μεταναστευτικό έχουν τοποθετήσει τόσους ""αρμόδιους"" γύρω από τον καθ' ύλην αρμόδιο  Κουμουτσάκο, ο οποίος ε…","['\ufeffγια', 'μεταναστευτικό', 'τοποθετήσω', 'αρμόδιους', 'από', 'καθ', 'ύλην', 'αρμόδιος', 'κουμουτσάκο', 'οποίος']",1,1,θλίψη
Η ανακοίνωση του ΠΙΣ για την πολιτική που ακολουθείται σχετικά με το μεταναστευτικό ζήτημα,"['ανακοίνωση', 'πις', 'την', 'πολιτική', 'ακολουθείται', 'σχετικά', 'μεταναστευτικό', 'ζήτημα']",-1,-1,θλίψη
Κούρδος πρόσφυγας αυτοπυρπολήθηκε έξω από τα γραφεία της Ύπατης Αρμοστείας στη Γενεύη,"['κούρδο', 'πρόσφυγας', 'αυτοπυρπολήθηκε', 'από', 'γραφείο', 'ύπατης', 'αρμοστεία', 'Γενεύη']",0,0,θλίψη
via @wordpressdotcom,['μέσω'],0,0,χαρά
Ρωτησε κανεις τους Ελληνες εαν,"['ρωτησε', 'κανει', 'ελληνε', 'εαν']",0,0,έκπληξη
θελουν η χωρα τους να γινει,"['θελω', 'χωρας', 'γινω']",0,0,θλίψη
